uid,group_id,step,country,category,sub_category,variant,question,expected_answer,actual_answer,question_rationale
sd35_china_fashion_clothing_traditional::5,sd35_china_fashion_clothing_traditional,5,china,fashion,clothing,traditional,Does the clothing show traditional china garments and textiles?,yes,no,Template-based question for fashion traditional in china
sd35_china_fashion_clothing_traditional::5,sd35_china_fashion_clothing_traditional,5,china,fashion,clothing,traditional,Are there modern Western fashion elements that contradict traditional china dress?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_clothing_traditional::5,sd35_china_fashion_clothing_traditional,5,china,fashion,clothing,traditional,"Do the garments use traditional china colors, patterns, and styling?",yes,no,Template-based question for fashion traditional in china
sd35_china_fashion_clothing_traditional::5,sd35_china_fashion_clothing_traditional,5,china,fashion,clothing,traditional,Are there elements that violate traditional china dress codes or customs?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_general::step0,sd35_china_fashion_makeup_general,step0,china,fashion,makeup,general,Does the clothing represent typical china fashion sensibilities?,yes,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::step0,sd35_china_fashion_makeup_general,step0,china,fashion,makeup,general,Are there foreign fashion elements unrelated to china culture?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::step0,sd35_china_fashion_makeup_general,step0,china,fashion,makeup,general,Would this style be recognizable as reflecting china fashion heritage?,yes,yes,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::step0,sd35_china_fashion_makeup_general,step0,china,fashion,makeup,general,Are there elements that would be culturally inappropriate in china fashion?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::1,sd35_china_fashion_makeup_general,1,china,fashion,makeup,general,Does the clothing represent typical china fashion sensibilities?,yes,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::1,sd35_china_fashion_makeup_general,1,china,fashion,makeup,general,Are there foreign fashion elements unrelated to china culture?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::1,sd35_china_fashion_makeup_general,1,china,fashion,makeup,general,Would this style be recognizable as reflecting china fashion heritage?,yes,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::1,sd35_china_fashion_makeup_general,1,china,fashion,makeup,general,Are there elements that would be culturally inappropriate in china fashion?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::2,sd35_china_fashion_makeup_general,2,china,fashion,makeup,general,Does the clothing represent typical china fashion sensibilities?,yes,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::2,sd35_china_fashion_makeup_general,2,china,fashion,makeup,general,Are there foreign fashion elements unrelated to china culture?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::2,sd35_china_fashion_makeup_general,2,china,fashion,makeup,general,Would this style be recognizable as reflecting china fashion heritage?,yes,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::2,sd35_china_fashion_makeup_general,2,china,fashion,makeup,general,Are there elements that would be culturally inappropriate in china fashion?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::3,sd35_china_fashion_makeup_general,3,china,fashion,makeup,general,Does the clothing represent typical china fashion sensibilities?,yes,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::3,sd35_china_fashion_makeup_general,3,china,fashion,makeup,general,Are there foreign fashion elements unrelated to china culture?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::3,sd35_china_fashion_makeup_general,3,china,fashion,makeup,general,Would this style be recognizable as reflecting china fashion heritage?,yes,yes,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::3,sd35_china_fashion_makeup_general,3,china,fashion,makeup,general,Are there elements that would be culturally inappropriate in china fashion?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::4,sd35_china_fashion_makeup_general,4,china,fashion,makeup,general,Does the clothing represent typical china fashion sensibilities?,yes,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::4,sd35_china_fashion_makeup_general,4,china,fashion,makeup,general,Are there foreign fashion elements unrelated to china culture?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::4,sd35_china_fashion_makeup_general,4,china,fashion,makeup,general,Would this style be recognizable as reflecting china fashion heritage?,yes,yes,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::4,sd35_china_fashion_makeup_general,4,china,fashion,makeup,general,Are there elements that would be culturally inappropriate in china fashion?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::5,sd35_china_fashion_makeup_general,5,china,fashion,makeup,general,Does the clothing represent typical china fashion sensibilities?,yes,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::5,sd35_china_fashion_makeup_general,5,china,fashion,makeup,general,Are there foreign fashion elements unrelated to china culture?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::5,sd35_china_fashion_makeup_general,5,china,fashion,makeup,general,Would this style be recognizable as reflecting china fashion heritage?,yes,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_general::5,sd35_china_fashion_makeup_general,5,china,fashion,makeup,general,Are there elements that would be culturally inappropriate in china fashion?,no,no,Template-based question for fashion general in china
sd35_china_fashion_makeup_modern::step0,sd35_china_fashion_makeup_modern,step0,china,fashion,makeup,modern,Does the fashion represent contemporary china style and trends?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::step0,sd35_china_fashion_makeup_modern,step0,china,fashion,makeup,modern,Are there purely traditional elements inappropriate for modern china fashion?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::step0,sd35_china_fashion_makeup_modern,step0,china,fashion,makeup,modern,Does the clothing reflect current china fashion preferences and lifestyle?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::step0,sd35_china_fashion_makeup_modern,step0,china,fashion,makeup,modern,Does the style ignore modern china fashion developments and influences?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::1,sd35_china_fashion_makeup_modern,1,china,fashion,makeup,modern,Does the fashion represent contemporary china style and trends?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::1,sd35_china_fashion_makeup_modern,1,china,fashion,makeup,modern,Are there purely traditional elements inappropriate for modern china fashion?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::1,sd35_china_fashion_makeup_modern,1,china,fashion,makeup,modern,Does the clothing reflect current china fashion preferences and lifestyle?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::1,sd35_china_fashion_makeup_modern,1,china,fashion,makeup,modern,Does the style ignore modern china fashion developments and influences?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::2,sd35_china_fashion_makeup_modern,2,china,fashion,makeup,modern,Does the fashion represent contemporary china style and trends?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::2,sd35_china_fashion_makeup_modern,2,china,fashion,makeup,modern,Are there purely traditional elements inappropriate for modern china fashion?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::2,sd35_china_fashion_makeup_modern,2,china,fashion,makeup,modern,Does the clothing reflect current china fashion preferences and lifestyle?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::2,sd35_china_fashion_makeup_modern,2,china,fashion,makeup,modern,Does the style ignore modern china fashion developments and influences?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::3,sd35_china_fashion_makeup_modern,3,china,fashion,makeup,modern,Does the fashion represent contemporary china style and trends?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::3,sd35_china_fashion_makeup_modern,3,china,fashion,makeup,modern,Are there purely traditional elements inappropriate for modern china fashion?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::3,sd35_china_fashion_makeup_modern,3,china,fashion,makeup,modern,Does the clothing reflect current china fashion preferences and lifestyle?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::3,sd35_china_fashion_makeup_modern,3,china,fashion,makeup,modern,Does the style ignore modern china fashion developments and influences?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::4,sd35_china_fashion_makeup_modern,4,china,fashion,makeup,modern,Does the fashion represent contemporary china style and trends?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::4,sd35_china_fashion_makeup_modern,4,china,fashion,makeup,modern,Are there purely traditional elements inappropriate for modern china fashion?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::4,sd35_china_fashion_makeup_modern,4,china,fashion,makeup,modern,Does the clothing reflect current china fashion preferences and lifestyle?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::4,sd35_china_fashion_makeup_modern,4,china,fashion,makeup,modern,Does the style ignore modern china fashion developments and influences?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::5,sd35_china_fashion_makeup_modern,5,china,fashion,makeup,modern,Does the fashion represent contemporary china style and trends?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::5,sd35_china_fashion_makeup_modern,5,china,fashion,makeup,modern,Are there purely traditional elements inappropriate for modern china fashion?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::5,sd35_china_fashion_makeup_modern,5,china,fashion,makeup,modern,Does the clothing reflect current china fashion preferences and lifestyle?,yes,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_modern::5,sd35_china_fashion_makeup_modern,5,china,fashion,makeup,modern,Does the style ignore modern china fashion developments and influences?,no,no,Template-based question for fashion modern in china
sd35_china_fashion_makeup_traditional::step0,sd35_china_fashion_makeup_traditional,step0,china,fashion,makeup,traditional,Does the clothing show traditional china garments and textiles?,yes,yes,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::step0,sd35_china_fashion_makeup_traditional,step0,china,fashion,makeup,traditional,Are there modern Western fashion elements that contradict traditional china dress?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::step0,sd35_china_fashion_makeup_traditional,step0,china,fashion,makeup,traditional,"Do the garments use traditional china colors, patterns, and styling?",yes,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::step0,sd35_china_fashion_makeup_traditional,step0,china,fashion,makeup,traditional,Are there elements that violate traditional china dress codes or customs?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::1,sd35_china_fashion_makeup_traditional,1,china,fashion,makeup,traditional,Does the clothing show traditional china garments and textiles?,yes,yes,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::1,sd35_china_fashion_makeup_traditional,1,china,fashion,makeup,traditional,Are there modern Western fashion elements that contradict traditional china dress?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::1,sd35_china_fashion_makeup_traditional,1,china,fashion,makeup,traditional,"Do the garments use traditional china colors, patterns, and styling?",yes,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::1,sd35_china_fashion_makeup_traditional,1,china,fashion,makeup,traditional,Are there elements that violate traditional china dress codes or customs?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::2,sd35_china_fashion_makeup_traditional,2,china,fashion,makeup,traditional,Does the clothing show traditional china garments and textiles?,yes,yes,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::2,sd35_china_fashion_makeup_traditional,2,china,fashion,makeup,traditional,Are there modern Western fashion elements that contradict traditional china dress?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::2,sd35_china_fashion_makeup_traditional,2,china,fashion,makeup,traditional,"Do the garments use traditional china colors, patterns, and styling?",yes,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::2,sd35_china_fashion_makeup_traditional,2,china,fashion,makeup,traditional,Are there elements that violate traditional china dress codes or customs?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::3,sd35_china_fashion_makeup_traditional,3,china,fashion,makeup,traditional,Does the clothing show traditional china garments and textiles?,yes,yes,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::3,sd35_china_fashion_makeup_traditional,3,china,fashion,makeup,traditional,Are there modern Western fashion elements that contradict traditional china dress?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::3,sd35_china_fashion_makeup_traditional,3,china,fashion,makeup,traditional,"Do the garments use traditional china colors, patterns, and styling?",yes,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::3,sd35_china_fashion_makeup_traditional,3,china,fashion,makeup,traditional,Are there elements that violate traditional china dress codes or customs?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::4,sd35_china_fashion_makeup_traditional,4,china,fashion,makeup,traditional,Does the clothing show traditional china garments and textiles?,yes,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::4,sd35_china_fashion_makeup_traditional,4,china,fashion,makeup,traditional,Are there modern Western fashion elements that contradict traditional china dress?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::4,sd35_china_fashion_makeup_traditional,4,china,fashion,makeup,traditional,"Do the garments use traditional china colors, patterns, and styling?",yes,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::4,sd35_china_fashion_makeup_traditional,4,china,fashion,makeup,traditional,Are there elements that violate traditional china dress codes or customs?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::5,sd35_china_fashion_makeup_traditional,5,china,fashion,makeup,traditional,Does the clothing show traditional china garments and textiles?,yes,yes,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::5,sd35_china_fashion_makeup_traditional,5,china,fashion,makeup,traditional,Are there modern Western fashion elements that contradict traditional china dress?,no,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::5,sd35_china_fashion_makeup_traditional,5,china,fashion,makeup,traditional,"Do the garments use traditional china colors, patterns, and styling?",yes,no,Template-based question for fashion traditional in china
sd35_china_fashion_makeup_traditional::5,sd35_china_fashion_makeup_traditional,5,china,fashion,makeup,traditional,Are there elements that violate traditional china dress codes or customs?,no,no,Template-based question for fashion traditional in china
sd35_china_food_beverage_general::step0,sd35_china_food_beverage_general,step0,china,food,beverage,general,Does the food represent typical china culinary traditions?,yes,no,Template-based question for food general in china
sd35_china_food_beverage_general::step0,sd35_china_food_beverage_general,step0,china,food,beverage,general,Are there foreign culinary elements unrelated to china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_general::step0,sd35_china_food_beverage_general,step0,china,food,beverage,general,Would this dish be recognizable as part of china food culture?,yes,no,Template-based question for food general in china
sd35_china_food_beverage_general::step0,sd35_china_food_beverage_general,step0,china,food,beverage,general,Are there elements that would be culturally inappropriate in china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_general::1,sd35_china_food_beverage_general,1,china,food,beverage,general,Does the food represent typical china culinary traditions?,yes,yes,Template-based question for food general in china
sd35_china_food_beverage_general::1,sd35_china_food_beverage_general,1,china,food,beverage,general,Are there foreign culinary elements unrelated to china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_general::1,sd35_china_food_beverage_general,1,china,food,beverage,general,Would this dish be recognizable as part of china food culture?,yes,no,Template-based question for food general in china
sd35_china_food_beverage_general::1,sd35_china_food_beverage_general,1,china,food,beverage,general,Are there elements that would be culturally inappropriate in china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_general::2,sd35_china_food_beverage_general,2,china,food,beverage,general,Does the food represent typical china culinary traditions?,yes,yes,Template-based question for food general in china
sd35_china_food_beverage_general::2,sd35_china_food_beverage_general,2,china,food,beverage,general,Are there foreign culinary elements unrelated to china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_general::2,sd35_china_food_beverage_general,2,china,food,beverage,general,Would this dish be recognizable as part of china food culture?,yes,no,Template-based question for food general in china
sd35_china_food_beverage_general::2,sd35_china_food_beverage_general,2,china,food,beverage,general,Are there elements that would be culturally inappropriate in china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_general::3,sd35_china_food_beverage_general,3,china,food,beverage,general,Does the food represent typical china culinary traditions?,yes,yes,Template-based question for food general in china
sd35_china_food_beverage_general::3,sd35_china_food_beverage_general,3,china,food,beverage,general,Are there foreign culinary elements unrelated to china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_general::3,sd35_china_food_beverage_general,3,china,food,beverage,general,Would this dish be recognizable as part of china food culture?,yes,no,Template-based question for food general in china
sd35_china_food_beverage_general::3,sd35_china_food_beverage_general,3,china,food,beverage,general,Are there elements that would be culturally inappropriate in china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_general::4,sd35_china_food_beverage_general,4,china,food,beverage,general,Does the food represent typical china culinary traditions?,yes,yes,Template-based question for food general in china
sd35_china_food_beverage_general::4,sd35_china_food_beverage_general,4,china,food,beverage,general,Are there foreign culinary elements unrelated to china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_general::4,sd35_china_food_beverage_general,4,china,food,beverage,general,Would this dish be recognizable as part of china food culture?,yes,no,Template-based question for food general in china
sd35_china_food_beverage_general::4,sd35_china_food_beverage_general,4,china,food,beverage,general,Are there elements that would be culturally inappropriate in china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_general::5,sd35_china_food_beverage_general,5,china,food,beverage,general,Does the food represent typical china culinary traditions?,yes,yes,Template-based question for food general in china
sd35_china_food_beverage_general::5,sd35_china_food_beverage_general,5,china,food,beverage,general,Are there foreign culinary elements unrelated to china cuisine?,no,yes,Template-based question for food general in china
sd35_china_food_beverage_general::5,sd35_china_food_beverage_general,5,china,food,beverage,general,Would this dish be recognizable as part of china food culture?,yes,no,Template-based question for food general in china
sd35_china_food_beverage_general::5,sd35_china_food_beverage_general,5,china,food,beverage,general,Are there elements that would be culturally inappropriate in china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_beverage_modern::step0,sd35_china_food_beverage_modern,step0,china,food,beverage,modern,Does the food represent contemporary china cuisine and dining trends?,yes,yes,Template-based question for food modern in china
sd35_china_food_beverage_modern::step0,sd35_china_food_beverage_modern,step0,china,food,beverage,modern,Are there outdated traditional elements inappropriate for modern china food?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::step0,sd35_china_food_beverage_modern,step0,china,food,beverage,modern,Does the dish reflect current china culinary innovations and preferences?,yes,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::step0,sd35_china_food_beverage_modern,step0,china,food,beverage,modern,Does the food ignore modern china dietary trends and cooking techniques?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::1,sd35_china_food_beverage_modern,1,china,food,beverage,modern,Does the food represent contemporary china cuisine and dining trends?,yes,yes,Template-based question for food modern in china
sd35_china_food_beverage_modern::1,sd35_china_food_beverage_modern,1,china,food,beverage,modern,Are there outdated traditional elements inappropriate for modern china food?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::1,sd35_china_food_beverage_modern,1,china,food,beverage,modern,Does the dish reflect current china culinary innovations and preferences?,yes,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::1,sd35_china_food_beverage_modern,1,china,food,beverage,modern,Does the food ignore modern china dietary trends and cooking techniques?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::2,sd35_china_food_beverage_modern,2,china,food,beverage,modern,Does the food represent contemporary china cuisine and dining trends?,yes,yes,Template-based question for food modern in china
sd35_china_food_beverage_modern::2,sd35_china_food_beverage_modern,2,china,food,beverage,modern,Are there outdated traditional elements inappropriate for modern china food?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::2,sd35_china_food_beverage_modern,2,china,food,beverage,modern,Does the dish reflect current china culinary innovations and preferences?,yes,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::2,sd35_china_food_beverage_modern,2,china,food,beverage,modern,Does the food ignore modern china dietary trends and cooking techniques?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::3,sd35_china_food_beverage_modern,3,china,food,beverage,modern,Does the food represent contemporary china cuisine and dining trends?,yes,yes,Template-based question for food modern in china
sd35_china_food_beverage_modern::3,sd35_china_food_beverage_modern,3,china,food,beverage,modern,Are there outdated traditional elements inappropriate for modern china food?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::3,sd35_china_food_beverage_modern,3,china,food,beverage,modern,Does the dish reflect current china culinary innovations and preferences?,yes,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::3,sd35_china_food_beverage_modern,3,china,food,beverage,modern,Does the food ignore modern china dietary trends and cooking techniques?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::4,sd35_china_food_beverage_modern,4,china,food,beverage,modern,Does the food represent contemporary china cuisine and dining trends?,yes,yes,Template-based question for food modern in china
sd35_china_food_beverage_modern::4,sd35_china_food_beverage_modern,4,china,food,beverage,modern,Are there outdated traditional elements inappropriate for modern china food?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::4,sd35_china_food_beverage_modern,4,china,food,beverage,modern,Does the dish reflect current china culinary innovations and preferences?,yes,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::4,sd35_china_food_beverage_modern,4,china,food,beverage,modern,Does the food ignore modern china dietary trends and cooking techniques?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::5,sd35_china_food_beverage_modern,5,china,food,beverage,modern,Does the food represent contemporary china cuisine and dining trends?,yes,yes,Template-based question for food modern in china
sd35_china_food_beverage_modern::5,sd35_china_food_beverage_modern,5,china,food,beverage,modern,Are there outdated traditional elements inappropriate for modern china food?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::5,sd35_china_food_beverage_modern,5,china,food,beverage,modern,Does the dish reflect current china culinary innovations and preferences?,yes,no,Template-based question for food modern in china
sd35_china_food_beverage_modern::5,sd35_china_food_beverage_modern,5,china,food,beverage,modern,Does the food ignore modern china dietary trends and cooking techniques?,no,no,Template-based question for food modern in china
sd35_china_food_beverage_traditional::step0,sd35_china_food_beverage_traditional,step0,china,food,beverage,traditional,Does the food show traditional china ingredients and cooking methods?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::step0,sd35_china_food_beverage_traditional,step0,china,food,beverage,traditional,Are there foreign cuisines or ingredients unrelated to traditional china food?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::step0,sd35_china_food_beverage_traditional,step0,china,food,beverage,traditional,Does the dish incorporate traditional china flavors and presentation?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::step0,sd35_china_food_beverage_traditional,step0,china,food,beverage,traditional,Are there elements that contradict traditional china culinary practices?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::1,sd35_china_food_beverage_traditional,1,china,food,beverage,traditional,Does the food show traditional china ingredients and cooking methods?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::1,sd35_china_food_beverage_traditional,1,china,food,beverage,traditional,Are there foreign cuisines or ingredients unrelated to traditional china food?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::1,sd35_china_food_beverage_traditional,1,china,food,beverage,traditional,Does the dish incorporate traditional china flavors and presentation?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::1,sd35_china_food_beverage_traditional,1,china,food,beverage,traditional,Are there elements that contradict traditional china culinary practices?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::2,sd35_china_food_beverage_traditional,2,china,food,beverage,traditional,Does the food show traditional china ingredients and cooking methods?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::2,sd35_china_food_beverage_traditional,2,china,food,beverage,traditional,Are there foreign cuisines or ingredients unrelated to traditional china food?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::2,sd35_china_food_beverage_traditional,2,china,food,beverage,traditional,Does the dish incorporate traditional china flavors and presentation?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::2,sd35_china_food_beverage_traditional,2,china,food,beverage,traditional,Are there elements that contradict traditional china culinary practices?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::3,sd35_china_food_beverage_traditional,3,china,food,beverage,traditional,Does the food show traditional china ingredients and cooking methods?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::3,sd35_china_food_beverage_traditional,3,china,food,beverage,traditional,Are there foreign cuisines or ingredients unrelated to traditional china food?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::3,sd35_china_food_beverage_traditional,3,china,food,beverage,traditional,Does the dish incorporate traditional china flavors and presentation?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::3,sd35_china_food_beverage_traditional,3,china,food,beverage,traditional,Are there elements that contradict traditional china culinary practices?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::4,sd35_china_food_beverage_traditional,4,china,food,beverage,traditional,Does the food show traditional china ingredients and cooking methods?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::4,sd35_china_food_beverage_traditional,4,china,food,beverage,traditional,Are there foreign cuisines or ingredients unrelated to traditional china food?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::4,sd35_china_food_beverage_traditional,4,china,food,beverage,traditional,Does the dish incorporate traditional china flavors and presentation?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::4,sd35_china_food_beverage_traditional,4,china,food,beverage,traditional,Are there elements that contradict traditional china culinary practices?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::5,sd35_china_food_beverage_traditional,5,china,food,beverage,traditional,Does the food show traditional china ingredients and cooking methods?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::5,sd35_china_food_beverage_traditional,5,china,food,beverage,traditional,Are there foreign cuisines or ingredients unrelated to traditional china food?,no,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::5,sd35_china_food_beverage_traditional,5,china,food,beverage,traditional,Does the dish incorporate traditional china flavors and presentation?,yes,no,Template-based question for food traditional in china
sd35_china_food_beverage_traditional::5,sd35_china_food_beverage_traditional,5,china,food,beverage,traditional,Are there elements that contradict traditional china culinary practices?,no,no,Template-based question for food traditional in china
sd35_china_food_dessert_general::step0,sd35_china_food_dessert_general,step0,china,food,dessert,general,Does the food represent typical china culinary traditions?,yes,yes,Template-based question for food general in china
sd35_china_food_dessert_general::step0,sd35_china_food_dessert_general,step0,china,food,dessert,general,Are there foreign culinary elements unrelated to china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_dessert_general::step0,sd35_china_food_dessert_general,step0,china,food,dessert,general,Would this dish be recognizable as part of china food culture?,yes,no,Template-based question for food general in china
sd35_china_food_dessert_general::step0,sd35_china_food_dessert_general,step0,china,food,dessert,general,Are there elements that would be culturally inappropriate in china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_dessert_general::1,sd35_china_food_dessert_general,1,china,food,dessert,general,Does the food represent typical china culinary traditions?,yes,yes,Template-based question for food general in china
sd35_china_food_dessert_general::1,sd35_china_food_dessert_general,1,china,food,dessert,general,Are there foreign culinary elements unrelated to china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_dessert_general::1,sd35_china_food_dessert_general,1,china,food,dessert,general,Would this dish be recognizable as part of china food culture?,yes,no,Template-based question for food general in china
sd35_china_food_dessert_general::1,sd35_china_food_dessert_general,1,china,food,dessert,general,Are there elements that would be culturally inappropriate in china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_dessert_general::2,sd35_china_food_dessert_general,2,china,food,dessert,general,Does the food represent typical china culinary traditions?,yes,yes,Template-based question for food general in china
sd35_china_food_dessert_general::2,sd35_china_food_dessert_general,2,china,food,dessert,general,Are there foreign culinary elements unrelated to china cuisine?,no,no,Template-based question for food general in china
sd35_china_food_dessert_general::2,sd35_china_food_dessert_general,2,china,food,dessert,general,Would this dish be recognizable as part of china food culture?,yes,no,Template-based question for food general in china
