row_id,prompt,editing_prompt,step0_path,step1_path,step2_path,step3_path,step4_path,step5_path,best_step_by_clip,best_clip_score,best_step_by_aesthetic,best_aesthetic
78,"House in India, photorealistic.",Change the image to represent house in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_architecture_house_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_architecture_house_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_architecture_house_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_architecture_house_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_architecture_house_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_architecture_house_general_5.png,step5_path,21.44775390625,step1_path,5.414093971252441
79,"Modern house in India, photorealistic.",Change the image to represent modern house in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_architecture_house_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_architecture_house_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_architecture_house_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_architecture_house_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_architecture_house_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_architecture_house_modern_5.png,step0_path,25.634765625,step1_path,5.446850299835205
80,"Traditional house in India, photorealistic.",Change the image to represent traditional house in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_architecture_house_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_architecture_house_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_architecture_house_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_architecture_house_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_architecture_house_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_architecture_house_traditional_5.png,step5_path,29.541015625,step2_path,5.432801246643066
81,"Landmark in India, photorealistic.",Change the image to represent landmark in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_architecture_landmark_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_architecture_landmark_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_architecture_landmark_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_architecture_landmark_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_architecture_landmark_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_architecture_landmark_general_5.png,step4_path,22.98583984375,step2_path,5.453839302062988
82,"Modern landmark in India, photorealistic.",Change the image to represent modern landmark in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_architecture_landmark_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_architecture_landmark_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_architecture_landmark_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_architecture_landmark_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_architecture_landmark_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_architecture_landmark_modern_5.png,step3_path,25.0244140625,step1_path,5.4272637367248535
83,"Traditional landmark in India, photorealistic.",Change the image to represent traditional landmark in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_architecture_landmark_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_architecture_landmark_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_architecture_landmark_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_architecture_landmark_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_architecture_landmark_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_architecture_landmark_traditional_5.png,step5_path,25.3662109375,step2_path,5.426916122436523
84,"Dance in India, photorealistic.",Change the image to represent dance in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_art_dance_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_art_dance_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_art_dance_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_art_dance_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_art_dance_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_art_dance_general_5.png,step0_path,26.7333984375,step0_path,5.456217288970947
85,"Modern dance in India, photorealistic.",Change the image to represent modern dance in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_art_dance_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_art_dance_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_art_dance_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_art_dance_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_art_dance_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_art_dance_modern_5.png,step0_path,26.3671875,step0_path,5.457489967346191
86,"Traditional dance in India, photorealistic.",Change the image to represent traditional dance in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_art_dance_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_art_dance_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_art_dance_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_art_dance_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_art_dance_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_art_dance_traditional_5.png,step0_path,28.6865234375,step1_path,5.437156677246094
87,"Painting in India, photorealistic.",Change the image to represent painting in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_art_painting_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_art_painting_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_art_painting_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_art_painting_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_art_painting_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_art_painting_general_5.png,step0_path,24.76806640625,step0_path,5.594886302947998
88,"Modern painting in India, photorealistic.",Change the image to represent modern painting in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_art_painting_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_art_painting_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_art_painting_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_art_painting_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_art_painting_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_art_painting_modern_5.png,step2_path,23.5107421875,step0_path,5.532501220703125
89,"Traditional painting in India, photorealistic.",Change the image to represent traditional painting in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_art_painting_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_art_painting_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_art_painting_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_art_painting_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_art_painting_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_art_painting_traditional_5.png,step3_path,25.537109375,step2_path,5.578845024108887
90,"Sculpture in India, photorealistic.",Change the image to represent sculpture in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_art_sculpture_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_art_sculpture_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_art_sculpture_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_art_sculpture_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_art_sculpture_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_art_sculpture_general_5.png,step5_path,25.048828125,step1_path,5.379281044006348
91,"Modern sculpture in India, photorealistic.",Change the image to represent modern sculpture in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_art_sculpture_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_art_sculpture_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_art_sculpture_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_art_sculpture_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_art_sculpture_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_art_sculpture_modern_5.png,step1_path,29.0771484375,step2_path,5.436346530914307
92,"Traditional sculpture in India, photorealistic.",Change the image to represent traditional sculpture in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_art_sculpture_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_art_sculpture_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_art_sculpture_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_art_sculpture_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_art_sculpture_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_art_sculpture_traditional_5.png,step2_path,27.001953125,step1_path,5.405362129211426
93,"Festival in India, photorealistic.",Change the image to represent festival in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_festival_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_festival_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_festival_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_festival_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_festival_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_festival_general_5.png,step4_path,25.244140625,step2_path,5.510540008544922
94,"Modern festival in India, photorealistic.",Change the image to represent modern festival in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_festival_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_festival_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_festival_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_festival_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_festival_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_festival_modern_5.png,step3_path,23.13232421875,step2_path,5.416484355926514
95,"Traditional festival in India, photorealistic.",Change the image to represent traditional festival in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_festival_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_festival_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_festival_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_festival_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_festival_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_festival_traditional_5.png,step3_path,26.708984375,step1_path,5.486778736114502
96,"Funeral in India, photorealistic.",Change the image to represent funeral in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_funeral_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_funeral_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_funeral_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_funeral_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_funeral_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_funeral_general_5.png,step5_path,26.0009765625,step4_path,5.318828582763672
97,"Modern funeral in India, photorealistic.",Change the image to represent modern funeral in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_funeral_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_funeral_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_funeral_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_funeral_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_funeral_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_funeral_modern_5.png,step4_path,25.5126953125,step4_path,5.405978202819824
98,"Traditional funeral in India, photorealistic.",Change the image to represent traditional funeral in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_funeral_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_funeral_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_funeral_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_funeral_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_funeral_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_funeral_traditional_5.png,step4_path,26.6845703125,step4_path,5.385818958282471
99,"Game in India, photorealistic.",Change the image to represent game in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_game_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_game_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_game_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_game_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_game_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_game_general_5.png,step3_path,21.98486328125,step2_path,5.553585052490234
100,"Modern game in India, photorealistic.",Change the image to represent modern game in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_game_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_game_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_game_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_game_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_game_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_game_modern_5.png,step4_path,21.923828125,step5_path,5.445152282714844
101,"Traditional game in India, photorealistic.",Change the image to represent traditional game in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_game_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_game_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_game_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_game_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_game_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_game_traditional_5.png,step2_path,24.12109375,step2_path,5.436102390289307
102,"Religious ritual in India, photorealistic.",Change the image to represent religious ritual in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_religious_ritual_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_religious_ritual_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_religious_ritual_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_religious_ritual_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_religious_ritual_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_religious_ritual_general_5.png,step0_path,23.291015625,step1_path,5.482270240783691
103,"Modern eligious ritual in India, photorealistic.",Change the image to represent modern religious ritual in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_religious_ritual_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_religious_ritual_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_religious_ritual_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_religious_ritual_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_religious_ritual_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_religious_ritual_modern_5.png,step5_path,23.22998046875,step0_path,5.395430088043213
104,"Traditional religious ritual in India, photorealistic.",Change the image to represent traditional religious ritual in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_religious_ritual_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_religious_ritual_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_religious_ritual_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_religious_ritual_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_religious_ritual_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_religious_ritual_traditional_5.png,step0_path,24.71923828125,step2_path,5.428569793701172
105,"Sport in India, photorealistic.",Change the image to represent sport in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_sport_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_sport_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_sport_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_sport_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_sport_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_sport_general_5.png,step5_path,25.68359375,step1_path,5.374373435974121
106,"Modern sport in India, photorealistic.",Change the image to represent modern sport in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_sport_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_sport_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_sport_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_sport_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_sport_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_sport_modern_5.png,step4_path,23.486328125,step1_path,5.376851558685303
107,"Traditional sport in India, photorealistic.",Change the image to represent traditional sport in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_sport_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_sport_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_sport_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_sport_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_sport_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_sport_traditional_5.png,step0_path,26.3671875,step3_path,5.392364501953125
108,"Wedding in India, photorealistic.",Change the image to represent wedding in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_wedding_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_wedding_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_wedding_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_wedding_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_wedding_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_wedding_general_5.png,step0_path,26.6845703125,step0_path,5.469751358032227
109,"Modern wedding in India, photorealistic.",Change the image to represent modern wedding in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_wedding_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_wedding_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_wedding_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_wedding_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_wedding_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_wedding_modern_5.png,step2_path,26.4892578125,step1_path,5.477982997894287
110,"Traditional wedding in India, photorealistic.",Change the image to represent traditional wedding in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_event_wedding_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_event_wedding_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_event_wedding_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_event_wedding_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_event_wedding_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_event_wedding_traditional_5.png,step0_path,27.34375,step0_path,5.433583736419678
111,"Accessories in India, photorealistic.",Change the image to represent accessories in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_fashion_accessories_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_fashion_accessories_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_fashion_accessories_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_fashion_accessories_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_fashion_accessories_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_fashion_accessories_general_5.png,step1_path,22.119140625,step4_path,5.461297035217285
112,"Modern accessories in India, photorealistic.",Change the image to represent modern accessories in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_fashion_accessories_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_fashion_accessories_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_fashion_accessories_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_fashion_accessories_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_fashion_accessories_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_fashion_accessories_modern_5.png,step2_path,23.30322265625,step1_path,5.366286277770996
113,"Traditional accessories in India, photorealistic.",Change the image to represent traditional accessories in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_fashion_accessories_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_fashion_accessories_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_fashion_accessories_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_fashion_accessories_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_fashion_accessories_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_fashion_accessories_traditional_5.png,step0_path,24.37744140625,step0_path,5.524439334869385
114,"Clothing in India, photorealistic.",Change the image to represent clothing in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_fashion_clothing_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_fashion_clothing_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_fashion_clothing_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_fashion_clothing_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_fashion_clothing_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_fashion_clothing_general_5.png,step3_path,24.01123046875,step0_path,5.525349140167236
115,"Modern clothing in India, photorealistic.",Change the image to represent modern clothing in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_fashion_clothing_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_fashion_clothing_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_fashion_clothing_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_fashion_clothing_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_fashion_clothing_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_fashion_clothing_modern_5.png,step0_path,25.1708984375,step1_path,5.452260494232178
116,"Traditional clothing in India, photorealistic.",Change the image to represent traditional clothing in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_fashion_clothing_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_fashion_clothing_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_fashion_clothing_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_fashion_clothing_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_fashion_clothing_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_fashion_clothing_traditional_5.png,step5_path,27.099609375,step1_path,5.494523048400879
117,"Makeup in India, photorealistic.",Change the image to represent makeup in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_fashion_makeup_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_fashion_makeup_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_fashion_makeup_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_fashion_makeup_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_fashion_makeup_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_fashion_makeup_general_5.png,step0_path,26.8310546875,step1_path,5.597777366638184
118,"Modern makeup in India, photorealistic.",Change the image to represent modern makeup in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_fashion_makeup_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_fashion_makeup_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_fashion_makeup_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_fashion_makeup_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_fashion_makeup_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_fashion_makeup_modern_5.png,step0_path,27.8076171875,step2_path,5.511507987976074
119,"Traditional makeup in India, photorealistic.",Change the image to represent traditional makeup in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_fashion_makeup_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_fashion_makeup_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_fashion_makeup_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_fashion_makeup_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_fashion_makeup_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_fashion_makeup_traditional_5.png,step0_path,29.9072265625,step2_path,5.562003135681152
120,"Beverage in India, photorealistic.",Change the image to represent beverage in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_food_beverage_general.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_food_beverage_general_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_food_beverage_general_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_food_beverage_general_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_food_beverage_general_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_food_beverage_general_5.png,step5_path,21.32568359375,step4_path,5.393439292907715
121,"Modern beverage in India, photorealistic.",Change the image to represent modern beverage in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_food_beverage_modern.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_food_beverage_modern_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_food_beverage_modern_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_food_beverage_modern_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_food_beverage_modern_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_food_beverage_modern_5.png,step0_path,21.37451171875,step5_path,5.407174110412598
122,"Traditional beverage in India, photorealistic.",Change the image to represent traditional beverage in India.,/home/chans/iaseai26/dataset/flux/base/flux_india_food_beverage_traditional.png,/home/chans/iaseai26/dataset/flux/edit_1/flux_india_food_beverage_traditional_1.png,/home/chans/iaseai26/dataset/flux/edit_2/flux_india_food_beverage_traditional_2.png,/home/chans/iaseai26/dataset/flux/edit_3/flux_india_food_beverage_traditional_3.png,/home/chans/iaseai26/dataset/flux/edit_4/flux_india_food_beverage_traditional_4.png,/home/chans/iaseai26/dataset/flux/edit_5/flux_india_food_beverage_traditional_5.png,step0_path,21.3134765625,step4_path,5.419257164001465
