prompt,editing_prompt,step0_path,step1_path,step2_path,step3_path,step4_path,step5_path
"Game in India, photorealistic.",Change the image to represent game in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_game_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_game_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_game_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_game_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_game_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_game_general_5.png
"Modern game in India, photorealistic.",Change the image to represent modern game in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_game_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_game_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_game_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_game_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_game_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_game_modern_5.png
"Traditional game in India, photorealistic.",Change the image to represent traditional game in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_game_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_game_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_game_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_game_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_game_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_game_traditional_5.png
"Religious ritual in India, photorealistic.",Change the image to represent religious ritual in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_religious_ritual_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_religious_ritual_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_religious_ritual_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_religious_ritual_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_religious_ritual_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_religious_ritual_general_5.png
"Modern eligious ritual in India, photorealistic.",Change the image to represent modern religious ritual in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_religious_ritual_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_religious_ritual_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_religious_ritual_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_religious_ritual_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_religious_ritual_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_religious_ritual_modern_5.png
"Traditional religious ritual in India, photorealistic.",Change the image to represent traditional religious ritual in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_religious_ritual_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_religious_ritual_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_religious_ritual_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_religious_ritual_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_religious_ritual_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_religious_ritual_traditional_5.png
"Sport in India, photorealistic.",Change the image to represent sport in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_sport_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_sport_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_sport_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_sport_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_sport_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_sport_general_5.png
"Modern sport in India, photorealistic.",Change the image to represent modern sport in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_sport_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_sport_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_sport_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_sport_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_sport_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_sport_modern_5.png
"Traditional sport in India, photorealistic.",Change the image to represent traditional sport in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_sport_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_sport_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_sport_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_sport_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_sport_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_sport_traditional_5.png
"Wedding in India, photorealistic.",Change the image to represent wedding in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_wedding_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_wedding_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_wedding_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_wedding_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_wedding_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_wedding_general_5.png
"Modern wedding in India, photorealistic.",Change the image to represent modern wedding in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_wedding_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_wedding_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_wedding_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_wedding_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_wedding_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_wedding_modern_5.png
"Traditional wedding in India, photorealistic.",Change the image to represent traditional wedding in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_event_wedding_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_event_wedding_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_event_wedding_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_event_wedding_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_event_wedding_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_event_wedding_traditional_5.png
"Accessories in India, photorealistic.",Change the image to represent accessories in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_fashion_accessories_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_fashion_accessories_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_fashion_accessories_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_fashion_accessories_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_fashion_accessories_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_fashion_accessories_general_5.png
"Modern accessories in India, photorealistic.",Change the image to represent modern accessories in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_fashion_accessories_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_fashion_accessories_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_fashion_accessories_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_fashion_accessories_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_fashion_accessories_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_fashion_accessories_modern_5.png
"Traditional accessories in India, photorealistic.",Change the image to represent traditional accessories in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_fashion_accessories_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_fashion_accessories_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_fashion_accessories_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_fashion_accessories_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_fashion_accessories_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_fashion_accessories_traditional_5.png
"Clothing in India, photorealistic.",Change the image to represent clothing in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_fashion_clothing_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_fashion_clothing_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_fashion_clothing_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_fashion_clothing_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_fashion_clothing_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_fashion_clothing_general_5.png
"Modern clothing in India, photorealistic.",Change the image to represent modern clothing in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_fashion_clothing_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_fashion_clothing_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_fashion_clothing_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_fashion_clothing_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_fashion_clothing_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_fashion_clothing_modern_5.png
"Traditional clothing in India, photorealistic.",Change the image to represent traditional clothing in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_fashion_clothing_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_fashion_clothing_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_fashion_clothing_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_fashion_clothing_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_fashion_clothing_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_fashion_clothing_traditional_5.png
"Makeup in India, photorealistic.",Change the image to represent makeup in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_fashion_makeup_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_fashion_makeup_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_fashion_makeup_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_fashion_makeup_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_fashion_makeup_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_fashion_makeup_general_5.png
"Modern makeup in India, photorealistic.",Change the image to represent modern makeup in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_fashion_makeup_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_fashion_makeup_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_fashion_makeup_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_fashion_makeup_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_fashion_makeup_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_fashion_makeup_modern_5.png
"Traditional makeup in India, photorealistic.",Change the image to represent traditional makeup in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_fashion_makeup_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_fashion_makeup_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_fashion_makeup_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_fashion_makeup_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_fashion_makeup_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_fashion_makeup_traditional_5.png
"Beverage in India, photorealistic.",Change the image to represent beverage in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_beverage_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_beverage_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_beverage_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_beverage_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_beverage_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_beverage_general_5.png
"Modern beverage in India, photorealistic.",Change the image to represent modern beverage in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_beverage_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_beverage_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_beverage_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_beverage_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_beverage_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_beverage_modern_5.png
"Traditional beverage in India, photorealistic.",Change the image to represent traditional beverage in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_beverage_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_beverage_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_beverage_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_beverage_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_beverage_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_beverage_traditional_5.png
"Dessert in India, photorealistic.",Change the image to represent dessert in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_dessert_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_dessert_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_dessert_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_dessert_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_dessert_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_dessert_general_5.png
"Modern dessert in India, photorealistic.",Change the image to represent modern dessert in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_dessert_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_dessert_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_dessert_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_dessert_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_dessert_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_dessert_modern_5.png
"Traditional dessert in India, photorealistic.",Change the image to represent traditional dessert in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_dessert_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_dessert_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_dessert_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_dessert_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_dessert_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_dessert_traditional_5.png
"Main dish in India, photorealistic.",Change the image to represent main dish in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_main_dish_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_main_dish_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_main_dish_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_main_dish_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_main_dish_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_main_dish_general_5.png
"Modern main dish in India, photorealistic.",Change the image to represent modern main dish in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_main_dish_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_main_dish_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_main_dish_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_main_dish_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_main_dish_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_main_dish_modern_5.png
"Traditional main dish in India, photorealistic.",Change the image to represent traditional main dish in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_main_dish_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_main_dish_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_main_dish_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_main_dish_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_main_dish_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_main_dish_traditional_5.png
"Snack in India, photorealistic.",Change the image to represent snack in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_snack_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_snack_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_snack_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_snack_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_snack_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_snack_general_5.png
"Modern snack in India, photorealistic.",Change the image to represent modern snack in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_snack_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_snack_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_snack_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_snack_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_snack_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_snack_modern_5.png
"Traditional snack in India, photorealistic.",Change the image to represent traditional snack in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_snack_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_snack_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_snack_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_snack_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_snack_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_snack_traditional_5.png
"Staple food in India, photorealistic.",Change the image to represent staple food in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_staple_food_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_staple_food_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_staple_food_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_staple_food_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_staple_food_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_staple_food_general_5.png
"Modern staple food in India, photorealistic.",Change the image to represent modern staple food in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_staple_food_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_staple_food_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_staple_food_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_staple_food_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_staple_food_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_staple_food_modern_5.png
"Traditional staple food in India, photorealistic.",Change the image to represent traditional staple food in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_food_staple_food_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_food_staple_food_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_food_staple_food_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_food_staple_food_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_food_staple_food_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_food_staple_food_traditional_5.png
"City landscape in India, photorealistic.",Change the image to represent city landscape in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_landscape_city_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_landscape_city_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_landscape_city_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_landscape_city_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_landscape_city_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_landscape_city_5.png
"Countryside landscape in India, photorealistic.",Change the image to represent countryside landscape in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_landscape_countryside_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_landscape_countryside_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_landscape_countryside_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_landscape_countryside_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_landscape_countryside_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_landscape_countryside_5.png
"Nature landscape in India, photorealistic.",Change the image to represent nature landscape in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_landscape_nature_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_landscape_nature_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_landscape_nature_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_landscape_nature_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_landscape_nature_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_landscape_nature_5.png
"An athlete in India, photorealistic.",Change the image to represent athlete in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_athlete.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_athlete_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_athlete_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_athlete_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_athlete_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_athlete_5.png
"A bride and groom in India, photorealistic.",Change the image to represent bride and groom in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_bride_and_groom.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_bride_and_groom_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_bride_and_groom_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_bride_and_groom_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_bride_and_groom_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_bride_and_groom_5.png
"A celebrity in India, photorealistic.",Change the image to represent celebrity in India.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_india_people_celebrity.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_india_people_celebrity_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_india_people_celebrity_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_india_people_celebrity_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_india_people_celebrity_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_india_people_celebrity_5.png
