uid,group_id,step,country,category,sub_category,variant,accuracy,precision,recall,f1,num_questions,processing_time,question_source,cultural_representative,prompt_alignment,is_best,is_worst
nextstep_india_food_beverage_general::1,nextstep_india_food_beverage_general,1,india,food,beverage,general,1.0,1.0,1.0,1.0,4,3.4367475509643555,enhanced_heuristic,2,2,False,False
nextstep_india_food_beverage_general::2,nextstep_india_food_beverage_general,2,india,food,beverage,general,1.0,1.0,1.0,1.0,4,3.401491403579712,enhanced_heuristic,2,2,False,False
nextstep_india_food_beverage_general::3,nextstep_india_food_beverage_general,3,india,food,beverage,general,1.0,1.0,1.0,1.0,4,3.3985495567321777,enhanced_heuristic,1,1,False,False
nextstep_india_food_beverage_general::4,nextstep_india_food_beverage_general,4,india,food,beverage,general,1.0,1.0,1.0,1.0,4,3.3971035480499268,enhanced_heuristic,1,1,False,False
nextstep_india_food_beverage_general::5,nextstep_india_food_beverage_general,5,india,food,beverage,general,1.0,1.0,1.0,1.0,4,3.5013725757598877,enhanced_heuristic,1,1,False,True
nextstep_india_food_beverage_modern::step0,nextstep_india_food_beverage_modern,step0,india,food,beverage,modern,0.5,0.0,0.0,0.0,4,3.3423666954040527,enhanced_heuristic,1,1,True,False
nextstep_india_food_beverage_modern::1,nextstep_india_food_beverage_modern,1,india,food,beverage,modern,0.5,0.0,0.0,0.0,4,3.336763381958008,enhanced_heuristic,1,1,False,False
nextstep_india_food_beverage_modern::2,nextstep_india_food_beverage_modern,2,india,food,beverage,modern,0.5,0.0,0.0,0.0,4,3.3393330574035645,enhanced_heuristic,1,1,False,False
nextstep_india_food_beverage_modern::3,nextstep_india_food_beverage_modern,3,india,food,beverage,modern,0.5,0.0,0.0,0.0,4,3.337409496307373,enhanced_heuristic,1,1,False,False
nextstep_india_food_beverage_modern::4,nextstep_india_food_beverage_modern,4,india,food,beverage,modern,0.5,0.0,0.0,0.0,4,3.3362128734588623,enhanced_heuristic,1,1,False,False
nextstep_india_food_beverage_modern::5,nextstep_india_food_beverage_modern,5,india,food,beverage,modern,0.5,0.0,0.0,0.0,4,3.3404998779296875,enhanced_heuristic,1,1,False,True
nextstep_india_food_beverage_traditional::step0,nextstep_india_food_beverage_traditional,step0,india,food,beverage,traditional,1.0,1.0,1.0,1.0,4,3.754721164703369,enhanced_heuristic,1,1,True,False
nextstep_india_food_beverage_traditional::1,nextstep_india_food_beverage_traditional,1,india,food,beverage,traditional,1.0,1.0,1.0,1.0,4,3.750969886779785,enhanced_heuristic,1,1,False,False
nextstep_india_food_beverage_traditional::2,nextstep_india_food_beverage_traditional,2,india,food,beverage,traditional,1.0,1.0,1.0,1.0,4,3.7491753101348877,enhanced_heuristic,2,2,False,False
nextstep_india_food_beverage_traditional::3,nextstep_india_food_beverage_traditional,3,india,food,beverage,traditional,1.0,1.0,1.0,1.0,4,3.7500152587890625,enhanced_heuristic,1,1,False,False
nextstep_india_food_beverage_traditional::4,nextstep_india_food_beverage_traditional,4,india,food,beverage,traditional,1.0,1.0,1.0,1.0,4,3.751297950744629,enhanced_heuristic,1,1,False,False
nextstep_india_food_beverage_traditional::5,nextstep_india_food_beverage_traditional,5,india,food,beverage,traditional,1.0,1.0,1.0,1.0,4,3.749056100845337,enhanced_heuristic,3,3,False,True
nextstep_india_food_dessert_general::step0,nextstep_india_food_dessert_general,step0,india,food,dessert,general,1.0,1.0,1.0,1.0,4,3.759896993637085,enhanced_heuristic,1,1,True,False
nextstep_india_food_dessert_general::1,nextstep_india_food_dessert_general,1,india,food,dessert,general,0.75,1.0,0.5,0.6666666666666666,4,3.756248950958252,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_general::2,nextstep_india_food_dessert_general,2,india,food,dessert,general,1.0,1.0,1.0,1.0,4,3.7545690536499023,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_general::3,nextstep_india_food_dessert_general,3,india,food,dessert,general,1.0,1.0,1.0,1.0,4,3.71478271484375,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_general::4,nextstep_india_food_dessert_general,4,india,food,dessert,general,1.0,1.0,1.0,1.0,4,3.7290749549865723,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_general::5,nextstep_india_food_dessert_general,5,india,food,dessert,general,1.0,1.0,1.0,1.0,4,3.652048349380493,enhanced_heuristic,2,2,False,True
nextstep_india_food_dessert_modern::step0,nextstep_india_food_dessert_modern,step0,india,food,dessert,modern,0.5,0.0,0.0,0.0,4,3.1682558059692383,enhanced_heuristic,1,1,True,False
nextstep_india_food_dessert_modern::1,nextstep_india_food_dessert_modern,1,india,food,dessert,modern,0.5,0.0,0.0,0.0,4,3.0985476970672607,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_modern::2,nextstep_india_food_dessert_modern,2,india,food,dessert,modern,0.75,1.0,0.5,0.6666666666666666,4,3.1316487789154053,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_modern::3,nextstep_india_food_dessert_modern,3,india,food,dessert,modern,0.5,0.0,0.0,0.0,4,3.0973808765411377,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_modern::4,nextstep_india_food_dessert_modern,4,india,food,dessert,modern,0.75,1.0,0.5,0.6666666666666666,4,3.130622386932373,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_modern::5,nextstep_india_food_dessert_modern,5,india,food,dessert,modern,0.5,0.0,0.0,0.0,4,3.1014788150787354,enhanced_heuristic,1,1,False,True
nextstep_india_food_dessert_traditional::step0,nextstep_india_food_dessert_traditional,step0,india,food,dessert,traditional,1.0,1.0,1.0,1.0,4,3.441488027572632,enhanced_heuristic,1,1,True,False
nextstep_india_food_dessert_traditional::1,nextstep_india_food_dessert_traditional,1,india,food,dessert,traditional,1.0,1.0,1.0,1.0,4,3.405729293823242,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_traditional::2,nextstep_india_food_dessert_traditional,2,india,food,dessert,traditional,1.0,1.0,1.0,1.0,4,3.404527425765991,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_traditional::3,nextstep_india_food_dessert_traditional,3,india,food,dessert,traditional,1.0,1.0,1.0,1.0,4,3.437700033187866,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_traditional::4,nextstep_india_food_dessert_traditional,4,india,food,dessert,traditional,1.0,1.0,1.0,1.0,4,3.4063785076141357,enhanced_heuristic,1,1,False,False
nextstep_india_food_dessert_traditional::5,nextstep_india_food_dessert_traditional,5,india,food,dessert,traditional,1.0,1.0,1.0,1.0,4,3.400738000869751,enhanced_heuristic,1,1,False,True
nextstep_india_food_main_dish_general::step0,nextstep_india_food_main_dish_general,step0,india,food,main_dish,general,1.0,1.0,1.0,1.0,4,2.9010262489318848,enhanced_heuristic,1,1,True,False
nextstep_india_food_main_dish_general::1,nextstep_india_food_main_dish_general,1,india,food,main_dish,general,1.0,1.0,1.0,1.0,4,2.862874746322632,enhanced_heuristic,1,1,False,False
nextstep_india_food_main_dish_general::2,nextstep_india_food_main_dish_general,2,india,food,main_dish,general,1.0,1.0,1.0,1.0,4,2.831197738647461,enhanced_heuristic,1,1,False,False
nextstep_india_food_main_dish_general::3,nextstep_india_food_main_dish_general,3,india,food,main_dish,general,1.0,1.0,1.0,1.0,4,2.8293840885162354,enhanced_heuristic,1,1,False,False
nextstep_india_food_main_dish_general::4,nextstep_india_food_main_dish_general,4,india,food,main_dish,general,1.0,1.0,1.0,1.0,4,2.7979109287261963,enhanced_heuristic,1,1,False,False
nextstep_india_food_main_dish_general::5,nextstep_india_food_main_dish_general,5,india,food,main_dish,general,1.0,1.0,1.0,1.0,4,2.7987191677093506,enhanced_heuristic,1,1,False,True
nextstep_india_food_main_dish_modern::step0,nextstep_india_food_main_dish_modern,step0,india,food,main_dish,modern,0.5,0.0,0.0,0.0,4,2.968693494796753,enhanced_heuristic,1,1,True,False
nextstep_india_food_main_dish_modern::1,nextstep_india_food_main_dish_modern,1,india,food,main_dish,modern,0.5,0.0,0.0,0.0,4,2.9310481548309326,enhanced_heuristic,1,1,False,False
nextstep_india_food_main_dish_modern::2,nextstep_india_food_main_dish_modern,2,india,food,main_dish,modern,0.5,0.0,0.0,0.0,4,2.9313528537750244,enhanced_heuristic,1,1,False,False
nextstep_india_food_main_dish_modern::3,nextstep_india_food_main_dish_modern,3,india,food,main_dish,modern,0.5,0.0,0.0,0.0,4,2.931251287460327,enhanced_heuristic,1,1,False,False
nextstep_india_food_main_dish_modern::4,nextstep_india_food_main_dish_modern,4,india,food,main_dish,modern,0.5,0.0,0.0,0.0,4,2.9327032566070557,enhanced_heuristic,2,2,False,False
nextstep_india_food_main_dish_modern::5,nextstep_india_food_main_dish_modern,5,india,food,main_dish,modern,0.5,0.0,0.0,0.0,4,2.9328410625457764,enhanced_heuristic,3,3,False,True
nextstep_india_food_main_dish_traditional::step0,nextstep_india_food_main_dish_traditional,step0,india,food,main_dish,traditional,1.0,1.0,1.0,1.0,4,3.290142297744751,enhanced_heuristic,1,1,True,False
nextstep_india_food_main_dish_traditional::1,nextstep_india_food_main_dish_traditional,1,india,food,main_dish,traditional,1.0,1.0,1.0,1.0,4,3.250678539276123,enhanced_heuristic,1,1,False,False
nextstep_india_food_main_dish_traditional::2,nextstep_india_food_main_dish_traditional,2,india,food,main_dish,traditional,1.0,1.0,1.0,1.0,4,3.2165510654449463,enhanced_heuristic,2,2,False,False
nextstep_india_food_main_dish_traditional::3,nextstep_india_food_main_dish_traditional,3,india,food,main_dish,traditional,1.0,1.0,1.0,1.0,4,3.2511112689971924,enhanced_heuristic,1,1,False,False
nextstep_india_food_main_dish_traditional::4,nextstep_india_food_main_dish_traditional,4,india,food,main_dish,traditional,1.0,1.0,1.0,1.0,4,3.2168500423431396,enhanced_heuristic,1,1,False,False
nextstep_india_food_main_dish_traditional::5,nextstep_india_food_main_dish_traditional,5,india,food,main_dish,traditional,1.0,1.0,1.0,1.0,4,3.2505221366882324,enhanced_heuristic,1,1,False,True
nextstep_india_food_snack_general::step0,nextstep_india_food_snack_general,step0,india,food,snack,general,0.5,0.0,0.0,0.0,4,3.6945548057556152,enhanced_heuristic,1,1,True,False
nextstep_india_food_snack_general::1,nextstep_india_food_snack_general,1,india,food,snack,general,1.0,1.0,1.0,1.0,4,3.753598690032959,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_general::2,nextstep_india_food_snack_general,2,india,food,snack,general,1.0,1.0,1.0,1.0,4,3.6877024173736572,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_general::3,nextstep_india_food_snack_general,3,india,food,snack,general,1.0,1.0,1.0,1.0,4,3.6577250957489014,enhanced_heuristic,3,3,False,False
nextstep_india_food_snack_general::4,nextstep_india_food_snack_general,4,india,food,snack,general,1.0,1.0,1.0,1.0,4,3.689181089401245,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_general::5,nextstep_india_food_snack_general,5,india,food,snack,general,1.0,1.0,1.0,1.0,4,3.7271311283111572,enhanced_heuristic,1,1,False,True
nextstep_india_food_snack_modern::step0,nextstep_india_food_snack_modern,step0,india,food,snack,modern,0.5,0.0,0.0,0.0,4,3.4680466651916504,enhanced_heuristic,1,1,True,False
nextstep_india_food_snack_modern::1,nextstep_india_food_snack_modern,1,india,food,snack,modern,0.5,0.0,0.0,0.0,4,3.396648645401001,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_modern::2,nextstep_india_food_snack_modern,2,india,food,snack,modern,0.75,1.0,0.5,0.6666666666666666,4,3.394124984741211,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_modern::3,nextstep_india_food_snack_modern,3,india,food,snack,modern,0.5,0.0,0.0,0.0,4,3.397277355194092,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_modern::4,nextstep_india_food_snack_modern,4,india,food,snack,modern,0.5,0.0,0.0,0.0,4,3.3991806507110596,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_modern::5,nextstep_india_food_snack_modern,5,india,food,snack,modern,0.5,0.0,0.0,0.0,4,3.3971338272094727,enhanced_heuristic,1,1,False,True
nextstep_india_food_snack_traditional::step0,nextstep_india_food_snack_traditional,step0,india,food,snack,traditional,1.0,1.0,1.0,1.0,4,2.966459274291992,enhanced_heuristic,1,1,True,False
nextstep_india_food_snack_traditional::1,nextstep_india_food_snack_traditional,1,india,food,snack,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.9595413208007812,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_traditional::2,nextstep_india_food_snack_traditional,2,india,food,snack,traditional,1.0,1.0,1.0,1.0,4,2.9557650089263916,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_traditional::3,nextstep_india_food_snack_traditional,3,india,food,snack,traditional,1.0,1.0,1.0,1.0,4,2.9261622428894043,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_traditional::4,nextstep_india_food_snack_traditional,4,india,food,snack,traditional,1.0,1.0,1.0,1.0,4,2.9244487285614014,enhanced_heuristic,1,1,False,False
nextstep_india_food_snack_traditional::5,nextstep_india_food_snack_traditional,5,india,food,snack,traditional,1.0,1.0,1.0,1.0,4,2.926020860671997,enhanced_heuristic,2,2,False,True
nextstep_india_food_staple_food_general::step0,nextstep_india_food_staple_food_general,step0,india,food,staple_food,general,1.0,1.0,1.0,1.0,4,3.772003650665283,enhanced_heuristic,1,1,False,True
nextstep_india_food_staple_food_general::1,nextstep_india_food_staple_food_general,1,india,food,staple_food,general,1.0,1.0,1.0,1.0,4,3.766162395477295,enhanced_heuristic,1,1,False,False
nextstep_india_food_staple_food_general::2,nextstep_india_food_staple_food_general,2,india,food,staple_food,general,1.0,1.0,1.0,1.0,4,3.759241819381714,enhanced_heuristic,1,1,False,False
nextstep_india_food_staple_food_general::3,nextstep_india_food_staple_food_general,3,india,food,staple_food,general,1.0,1.0,1.0,1.0,4,3.763958692550659,enhanced_heuristic,3,3,False,False
nextstep_india_food_staple_food_general::4,nextstep_india_food_staple_food_general,4,india,food,staple_food,general,1.0,1.0,1.0,1.0,4,3.6997663974761963,enhanced_heuristic,1,1,True,False
nextstep_india_food_staple_food_general::5,nextstep_india_food_staple_food_general,5,india,food,staple_food,general,1.0,1.0,1.0,1.0,4,3.665414571762085,enhanced_heuristic,1,1,False,False
nextstep_india_food_staple_food_modern::step0,nextstep_india_food_staple_food_modern,step0,india,food,staple_food,modern,0.5,0.0,0.0,0.0,4,3.2309741973876953,enhanced_heuristic,1,1,False,True
nextstep_india_food_staple_food_modern::1,nextstep_india_food_staple_food_modern,1,india,food,staple_food,modern,0.5,0.0,0.0,0.0,4,3.228189468383789,enhanced_heuristic,1,1,False,False
nextstep_india_food_staple_food_modern::2,nextstep_india_food_staple_food_modern,2,india,food,staple_food,modern,0.5,0.0,0.0,0.0,4,3.226867914199829,enhanced_heuristic,1,1,False,False
nextstep_india_food_staple_food_modern::3,nextstep_india_food_staple_food_modern,3,india,food,staple_food,modern,0.5,0.0,0.0,0.0,4,3.2270376682281494,enhanced_heuristic,1,1,False,False
nextstep_india_food_staple_food_modern::4,nextstep_india_food_staple_food_modern,4,india,food,staple_food,modern,0.5,0.0,0.0,0.0,4,3.224783420562744,enhanced_heuristic,3,3,True,False
nextstep_india_food_staple_food_modern::5,nextstep_india_food_staple_food_modern,5,india,food,staple_food,modern,0.5,0.0,0.0,0.0,4,3.228703022003174,enhanced_heuristic,1,1,False,False
nextstep_india_food_staple_food_traditional::step0,nextstep_india_food_staple_food_traditional,step0,india,food,staple_food,traditional,0.75,1.0,0.5,0.6666666666666666,4,2.935779333114624,enhanced_heuristic,1,1,True,False
nextstep_india_food_staple_food_traditional::1,nextstep_india_food_staple_food_traditional,1,india,food,staple_food,traditional,1.0,1.0,1.0,1.0,4,2.9583959579467773,enhanced_heuristic,1,1,False,False
nextstep_india_food_staple_food_traditional::2,nextstep_india_food_staple_food_traditional,2,india,food,staple_food,traditional,0.75,0.6666666666666666,1.0,0.8,4,2.8939015865325928,enhanced_heuristic,2,2,False,False
nextstep_india_food_staple_food_traditional::3,nextstep_india_food_staple_food_traditional,3,india,food,staple_food,traditional,0.75,0.6666666666666666,1.0,0.8,4,2.893002510070801,enhanced_heuristic,1,1,False,False
nextstep_india_food_staple_food_traditional::4,nextstep_india_food_staple_food_traditional,4,india,food,staple_food,traditional,0.75,0.6666666666666666,1.0,0.8,4,2.8959391117095947,enhanced_heuristic,3,3,False,False
nextstep_india_food_staple_food_traditional::5,nextstep_india_food_staple_food_traditional,5,india,food,staple_food,traditional,0.75,0.6666666666666666,1.0,0.8,4,2.897123098373413,enhanced_heuristic,3,3,False,True
nextstep_india_landscape_city_general::1,nextstep_india_landscape_city_general,1,india,landscape,city,general,0.75,1.0,0.5,0.6666666666666666,4,2.2043230533599854,enhanced_heuristic,3,3,True,False
nextstep_india_landscape_city_general::2,nextstep_india_landscape_city_general,2,india,landscape,city,general,0.75,1.0,0.5,0.6666666666666666,4,2.1361172199249268,enhanced_heuristic,3,3,False,False
nextstep_india_landscape_city_general::3,nextstep_india_landscape_city_general,3,india,landscape,city,general,0.75,1.0,0.5,0.6666666666666666,4,2.1008458137512207,enhanced_heuristic,1,1,False,False
nextstep_india_landscape_city_general::4,nextstep_india_landscape_city_general,4,india,landscape,city,general,0.75,1.0,0.5,0.6666666666666666,4,2.1028459072113037,enhanced_heuristic,3,3,False,False
nextstep_india_landscape_city_general::5,nextstep_india_landscape_city_general,5,india,landscape,city,general,0.75,1.0,0.5,0.6666666666666666,4,2.1068458557128906,enhanced_heuristic,3,3,False,True
nextstep_india_landscape_countryside_general::1,nextstep_india_landscape_countryside_general,1,india,landscape,countryside,general,0.75,1.0,0.5,0.6666666666666666,4,1.8168895244598389,enhanced_heuristic,1,1,True,False
nextstep_india_landscape_countryside_general::2,nextstep_india_landscape_countryside_general,2,india,landscape,countryside,general,0.75,1.0,0.5,0.6666666666666666,4,1.747434139251709,enhanced_heuristic,3,3,False,False
nextstep_india_landscape_countryside_general::3,nextstep_india_landscape_countryside_general,3,india,landscape,countryside,general,0.75,1.0,0.5,0.6666666666666666,4,1.7508385181427002,enhanced_heuristic,3,3,False,False
nextstep_india_landscape_countryside_general::4,nextstep_india_landscape_countryside_general,4,india,landscape,countryside,general,0.75,1.0,0.5,0.6666666666666666,4,1.7536027431488037,enhanced_heuristic,3,3,False,False
nextstep_india_landscape_countryside_general::5,nextstep_india_landscape_countryside_general,5,india,landscape,countryside,general,0.75,1.0,0.5,0.6666666666666666,4,1.7517433166503906,enhanced_heuristic,3,3,False,True
nextstep_india_landscape_nature_general::1,nextstep_india_landscape_nature_general,1,india,landscape,nature,general,0.5,0.0,0.0,0.0,4,2.058077812194824,enhanced_heuristic,3,3,True,False
nextstep_india_landscape_nature_general::2,nextstep_india_landscape_nature_general,2,india,landscape,nature,general,0.5,0.0,0.0,0.0,4,1.9556119441986084,enhanced_heuristic,1,1,False,True
nextstep_india_landscape_nature_general::3,nextstep_india_landscape_nature_general,3,india,landscape,nature,general,0.75,1.0,0.5,0.6666666666666666,4,1.988656759262085,enhanced_heuristic,1,1,False,False
nextstep_india_landscape_nature_general::4,nextstep_india_landscape_nature_general,4,india,landscape,nature,general,0.75,1.0,0.5,0.6666666666666666,4,1.991330623626709,enhanced_heuristic,3,3,False,False
nextstep_india_landscape_nature_general::5,nextstep_india_landscape_nature_general,5,india,landscape,nature,general,0.5,0.0,0.0,0.0,4,1.9888050556182861,enhanced_heuristic,1,1,False,False
nextstep_india_people_athlete_general::step0,nextstep_india_people_athlete_general,step0,india,people,athlete,,0.5,0.0,0.0,0.0,4,3.2817394733428955,enhanced_heuristic,1,1,True,False
nextstep_india_people_athlete_general::1,nextstep_india_people_athlete_general,1,india,people,athlete,,0.5,0.0,0.0,0.0,4,3.2764925956726074,enhanced_heuristic,1,1,False,False
nextstep_india_people_athlete_general::2,nextstep_india_people_athlete_general,2,india,people,athlete,,0.5,0.0,0.0,0.0,4,3.275137186050415,enhanced_heuristic,1,1,False,False
nextstep_india_people_athlete_general::3,nextstep_india_people_athlete_general,3,india,people,athlete,,0.5,0.0,0.0,0.0,4,3.2404377460479736,enhanced_heuristic,1,1,False,False
nextstep_india_people_athlete_general::4,nextstep_india_people_athlete_general,4,india,people,athlete,,0.5,0.0,0.0,0.0,4,3.24141263961792,enhanced_heuristic,1,1,False,False
nextstep_india_people_athlete_general::5,nextstep_india_people_athlete_general,5,india,people,athlete,,0.5,0.0,0.0,0.0,4,3.2075746059417725,enhanced_heuristic,1,1,False,True
nextstep_india_people_bride_and_groom_general::step0,nextstep_india_people_bride_and_groom_general,step0,india,people,bride_and_groom,,0.5,0.5,0.5,0.5,4,3.050978660583496,enhanced_heuristic,1,1,True,False
nextstep_india_people_bride_and_groom_general::1,nextstep_india_people_bride_and_groom_general,1,india,people,bride_and_groom,,0.5,0.5,0.5,0.5,4,3.044360637664795,enhanced_heuristic,1,1,False,False
nextstep_india_people_bride_and_groom_general::2,nextstep_india_people_bride_and_groom_general,2,india,people,bride_and_groom,,0.5,0.5,0.5,0.5,4,3.0106377601623535,enhanced_heuristic,1,1,False,False
nextstep_india_people_bride_and_groom_general::3,nextstep_india_people_bride_and_groom_general,3,india,people,bride_and_groom,,0.5,0.5,0.5,0.5,4,3.0125250816345215,enhanced_heuristic,1,1,False,False
nextstep_india_people_bride_and_groom_general::4,nextstep_india_people_bride_and_groom_general,4,india,people,bride_and_groom,,0.5,0.5,0.5,0.5,4,2.9773528575897217,enhanced_heuristic,3,3,False,False
nextstep_india_people_bride_and_groom_general::5,nextstep_india_people_bride_and_groom_general,5,india,people,bride_and_groom,,0.5,0.5,0.5,0.5,4,2.980483293533325,enhanced_heuristic,1,1,False,True
nextstep_india_people_celebrity_general::step0,nextstep_india_people_celebrity_general,step0,india,people,celebrity,,0.75,1.0,0.5,0.6666666666666666,4,3.9804177284240723,enhanced_heuristic,1,1,True,False
nextstep_india_people_celebrity_general::1,nextstep_india_people_celebrity_general,1,india,people,celebrity,,0.75,1.0,0.5,0.6666666666666666,4,3.9023568630218506,enhanced_heuristic,1,1,False,False
nextstep_india_people_celebrity_general::2,nextstep_india_people_celebrity_general,2,india,people,celebrity,,0.75,1.0,0.5,0.6666666666666666,4,3.908609628677368,enhanced_heuristic,1,1,False,False
nextstep_india_people_celebrity_general::3,nextstep_india_people_celebrity_general,3,india,people,celebrity,,0.75,1.0,0.5,0.6666666666666666,4,3.903982162475586,enhanced_heuristic,1,1,False,False
nextstep_india_people_celebrity_general::4,nextstep_india_people_celebrity_general,4,india,people,celebrity,,0.75,1.0,0.5,0.6666666666666666,4,3.9048306941986084,enhanced_heuristic,1,1,False,False
nextstep_india_people_celebrity_general::5,nextstep_india_people_celebrity_general,5,india,people,celebrity,,0.75,1.0,0.5,0.6666666666666666,4,3.9093751907348633,enhanced_heuristic,1,1,False,True
nextstep_india_people_chef_general::step0,nextstep_india_people_chef_general,step0,india,people,chef,,0.75,1.0,0.5,0.6666666666666666,4,3.0358805656433105,enhanced_heuristic,1,1,True,False
nextstep_india_people_chef_general::1,nextstep_india_people_chef_general,1,india,people,chef,,0.75,1.0,0.5,0.6666666666666666,4,3.0275256633758545,enhanced_heuristic,1,1,False,False
nextstep_india_people_chef_general::2,nextstep_india_people_chef_general,2,india,people,chef,,0.75,1.0,0.5,0.6666666666666666,4,3.030783176422119,enhanced_heuristic,1,1,False,False
nextstep_india_people_chef_general::3,nextstep_india_people_chef_general,3,india,people,chef,,0.75,1.0,0.5,0.6666666666666666,4,2.9976274967193604,enhanced_heuristic,1,1,False,False
nextstep_india_people_chef_general::4,nextstep_india_people_chef_general,4,india,people,chef,,0.75,1.0,0.5,0.6666666666666666,4,2.9627959728240967,enhanced_heuristic,1,1,False,False
nextstep_india_people_chef_general::5,nextstep_india_people_chef_general,5,india,people,chef,,0.75,1.0,0.5,0.6666666666666666,4,2.9970879554748535,enhanced_heuristic,1,1,False,True
nextstep_india_people_daily_life_general::step0,nextstep_india_people_daily_life_general,step0,india,people,daily_life,,0.5,0.0,0.0,0.0,4,1.6656107902526855,enhanced_heuristic,2,2,True,False
nextstep_india_people_daily_life_general::1,nextstep_india_people_daily_life_general,1,india,people,daily_life,,0.75,1.0,0.5,0.6666666666666666,4,1.5926127433776855,enhanced_heuristic,3,3,False,False
nextstep_india_people_daily_life_general::2,nextstep_india_people_daily_life_general,2,india,people,daily_life,,0.75,1.0,0.5,0.6666666666666666,4,1.5903723239898682,enhanced_heuristic,3,3,False,False
nextstep_india_people_daily_life_general::3,nextstep_india_people_daily_life_general,3,india,people,daily_life,,0.75,1.0,0.5,0.6666666666666666,4,1.5913174152374268,enhanced_heuristic,3,3,False,False
nextstep_india_people_daily_life_general::4,nextstep_india_people_daily_life_general,4,india,people,daily_life,,0.5,0.0,0.0,0.0,4,1.6248910427093506,enhanced_heuristic,1,1,False,False
nextstep_india_people_daily_life_general::5,nextstep_india_people_daily_life_general,5,india,people,daily_life,,0.75,1.0,0.5,0.6666666666666666,4,1.5911431312561035,enhanced_heuristic,3,3,False,True
nextstep_india_people_doctor_general::step0,nextstep_india_people_doctor_general,step0,india,people,doctor,,0.75,1.0,0.5,0.6666666666666666,4,3.5954854488372803,enhanced_heuristic,1,1,True,False
nextstep_india_people_doctor_general::1,nextstep_india_people_doctor_general,1,india,people,doctor,,0.75,1.0,0.5,0.6666666666666666,4,3.622637987136841,enhanced_heuristic,1,1,False,False
nextstep_india_people_doctor_general::2,nextstep_india_people_doctor_general,2,india,people,doctor,,0.75,1.0,0.5,0.6666666666666666,4,3.588463544845581,enhanced_heuristic,1,1,False,False
nextstep_india_people_doctor_general::3,nextstep_india_people_doctor_general,3,india,people,doctor,,0.75,1.0,0.5,0.6666666666666666,4,3.5871269702911377,enhanced_heuristic,1,1,False,False
nextstep_india_people_doctor_general::4,nextstep_india_people_doctor_general,4,india,people,doctor,,0.5,0.0,0.0,0.0,4,3.5528109073638916,enhanced_heuristic,1,1,False,False
nextstep_india_people_doctor_general::5,nextstep_india_people_doctor_general,5,india,people,doctor,,0.5,0.0,0.0,0.0,4,3.5574779510498047,enhanced_heuristic,1,1,False,True
nextstep_india_people_farmer_general::step0,nextstep_india_people_farmer_general,step0,india,people,farmer,,0.5,0.0,0.0,0.0,4,2.4044342041015625,enhanced_heuristic,3,3,True,False
nextstep_india_people_farmer_general::1,nextstep_india_people_farmer_general,1,india,people,farmer,,0.5,0.0,0.0,0.0,4,2.3688406944274902,enhanced_heuristic,1,1,False,False
nextstep_india_people_farmer_general::2,nextstep_india_people_farmer_general,2,india,people,farmer,,0.5,0.0,0.0,0.0,4,2.301842451095581,enhanced_heuristic,1,1,False,False
nextstep_india_people_farmer_general::3,nextstep_india_people_farmer_general,3,india,people,farmer,,0.5,0.0,0.0,0.0,4,2.3686575889587402,enhanced_heuristic,1,1,False,False
nextstep_india_people_farmer_general::4,nextstep_india_people_farmer_general,4,india,people,farmer,,0.5,0.0,0.0,0.0,4,2.335683584213257,enhanced_heuristic,1,1,False,False
nextstep_india_people_farmer_general::5,nextstep_india_people_farmer_general,5,india,people,farmer,,0.5,0.0,0.0,0.0,4,2.369924545288086,enhanced_heuristic,1,1,False,True
nextstep_india_people_model_general::step0,nextstep_india_people_model_general,step0,india,people,model,,0.5,0.0,0.0,0.0,4,4.069120645523071,enhanced_heuristic,1,1,False,True
nextstep_india_people_model_general::1,nextstep_india_people_model_general,1,india,people,model,,0.5,0.0,0.0,0.0,4,4.0310845375061035,enhanced_heuristic,1,1,False,False
nextstep_india_people_model_general::2,nextstep_india_people_model_general,2,india,people,model,,0.5,0.0,0.0,0.0,4,3.9985904693603516,enhanced_heuristic,1,1,False,False
